,No.,Time,Source,Destination,Protocol,Length,Info
61,62,13.887168,***.***.***.***,***.***.***.***,UDP,666,57521  >  3702 Len=624
62,63,13.902262,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
63,64,13.902266,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
64,65,14.311526,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 A wpad
65,66,14.311528,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 A wpad
66,67,14.402994,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 A wpad
67,68,14.402995,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 A wpad
68,69,14.41718,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
69,70,14.417184,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
70,71,14.417276,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
71,72,14.417278,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
72,73,14.417317,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
73,74,14.417318,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
74,75,14.606472,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
75,76,14.606474,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
76,77,14.65815,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
77,78,14.658154,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
78,79,15.17217,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
79,80,15.172174,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
80,81,15.172233,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
81,82,15.172234,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
82,83,15.17227,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
83,84,15.172271,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
84,85,15.355954,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
85,86,15.355963,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
86,87,15.414031,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc4c8 A isatap
87,88,15.414032,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc4c8 A isatap
88,89,15.511544,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc4c8 A isatap
89,90,15.511546,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc4c8 A isatap
90,91,15.722824,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
91,92,15.722828,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
92,93,15.892909,***.***.***.***,***.***.***.***,DNS,85,Standard query 0x971a A teredo.ipv6.microsoft.com
93,94,15.914656,***.***.***.***,***.***.***.***,DNS,158,Standard query response 0x971a No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com
94,95,15.921307,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
95,96,15.921312,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
96,97,16.105163,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
97,98,16.105166,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
98,99,16.168892,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
99,100,16.168896,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
100,101,16.231756,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
101,102,16.231758,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
102,103,16.26311,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
103,104,16.263112,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
104,105,16.294607,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
105,106,16.294609,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
106,107,16.465701,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
107,108,16.465705,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
108,109,16.606772,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
109,110,16.606774,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
110,111,16.621845,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
111,112,16.621847,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
112,113,16.669954,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
113,114,16.669959,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
114,115,16.876037,***.***.***.***,***.***.***.***,DNS,76,Standard query 0xab76 A www.msftncsi.com
115,116,16.907991,***.***.***.***,***.***.***.***,DNS,182,Standard query response 0xab76 A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A ***.***.***.*** A ***.***.***.***
116,117,16.916667,***.***.***.***,***.***.***.***,TCP,66,49160  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
117,118,16.933908,***.***.***.***,***.***.***.***,TCP,58,"80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
118,119,16.934088,***.***.***.***,***.***.***.***,TCP,54,49160  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
119,120,16.934983,***.***.***.***,***.***.***.***,HTTP,151,GET /ncsi.txt HTTP/1.1 
120,121,16.936666,***.***.***.***,***.***.***.***,TCP,54,80  >  49160 [ACK] Seq=1 Ack=98 Win=65535 Len=0
121,122,16.953229,***.***.***.***,***.***.***.***,HTTP,233,HTTP/1.1 200 OK  (text/plain)
122,123,16.95324,***.***.***.***,***.***.***.***,TCP,54,"80  >  49160 [FIN, ACK] Seq=180 Ack=98 Win=65535 Len=0"
123,124,16.953489,***.***.***.***,***.***.***.***,TCP,54,49160  >  80 [ACK] Seq=98 Ack=181 Win=64061 Len=0
124,125,16.95396,***.***.***.***,***.***.***.***,TCP,54,"49160  >  80 [FIN, ACK] Seq=98 Ack=181 Win=64061 Len=0"
125,126,16.954087,***.***.***.***,***.***.***.***,TCP,54,80  >  49160 [ACK] Seq=181 Ack=99 Win=65535 Len=0
126,127,17.216176,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
127,128,17.21618,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
128,129,17.420363,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
129,130,17.420365,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
130,131,17.971184,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x025f A isatap
131,132,17.971186,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x025f A isatap
132,133,18.008427,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
133,134,18.008431,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
134,135,18.008441,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,***.***.***.*** is at 0a:00:27:00:00:00
135,136,18.167296,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
136,137,18.1673,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1e>
137,138,18.344043,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x025f A isatap
138,139,18.344045,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x025f A isatap
139,140,18.551977,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
140,141,18.551981,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
141,142,18.92042,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
142,143,18.920424,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
143,144,18.936403,***.***.***.***,***.***.***.***,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
144,145,18.936406,***.***.***.***,***.***.***.***,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
145,146,19.179293,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
146,147,19.179297,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
147,148,19.292423,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
148,149,19.292427,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
149,150,19.324681,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
150,151,19.324683,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
151,152,19.370823,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
152,153,19.370825,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
153,154,19.417823,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
154,155,19.417827,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
155,156,19.605739,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
156,157,19.605741,***.***.***.***,***.***.***.***,SSDP,139,M-SEARCH * HTTP/1.1 
157,158,19.6206,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
158,159,19.620602,***.***.***.***,***.***.***.***,SSDP,171,M-SEARCH * HTTP/1.1 
159,160,20.043068,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
160,161,20.043072,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
161,162,20.417462,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
162,163,20.417466,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
163,164,20.802656,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc9cb A isatap
164,165,20.802659,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc9cb A isatap
165,166,20.902777,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc9cb A isatap
166,167,20.902779,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0xc9cb A isatap
167,168,21.105555,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
168,169,21.105556,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
169,170,21.855288,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
170,171,21.855292,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
171,172,21.918086,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
172,173,21.91809,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
173,174,22.176193,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
174,175,22.176197,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
175,176,22.604917,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
176,177,22.60492,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
177,178,23.360504,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x96f1 A isatap
178,179,23.360506,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x96f1 A isatap
179,180,23.421372,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
180,181,23.421375,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
181,182,23.467602,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x96f1 A isatap
182,183,23.467603,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x96f1 A isatap
183,184,23.668338,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
184,185,23.668342,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
185,186,24.417301,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
186,187,24.417305,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
187,188,24.917389,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
188,189,24.917391,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
189,190,25.167983,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
190,191,25.167987,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
191,192,25.169524,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
192,193,25.169526,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
193,194,25.921083,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
194,195,25.921087,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
195,196,26.919055,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
196,197,26.919059,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
197,198,27.921437,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
198,199,27.921441,***.***.***.***,***.***.***.***,BROWSER,229,Browser Election Request
199,200,28.919281,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
200,201,28.919285,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
201,202,29.667895,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
202,203,29.667902,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
203,204,30.41791,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
204,205,30.417914,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
205,206,31.167176,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
206,207,31.16718,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<1d>
207,208,31.918998,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
208,209,31.919003,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
209,210,32.672528,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
210,211,32.672533,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
211,212,33.420715,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
212,213,33.420719,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
213,214,34.167159,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
214,215,34.167163,***.***.***.***,***.***.***.***,NBNS,110,Registration NB <01><02>__MSBROWSE__<02><01>
215,216,34.921011,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
216,217,34.921015,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
217,218,34.921106,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
218,219,34.921108,***.***.***.***,***.***.***.***,BROWSER,217,Request Announcement NONE
219,220,34.922054,***.***.***.***,***.***.***.***,BROWSER,247,"Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
220,221,34.922056,***.***.***.***,***.***.***.***,BROWSER,247,"Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
221,222,37.330897,***.***.***.***,***.***.***.***,BROWSER,243,"Local Master Announcement NONE, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
222,223,37.330901,***.***.***.***,***.***.***.***,BROWSER,243,"Local Master Announcement NONE, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
223,224,47.545101,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
224,225,47.545105,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
225,226,48.520014,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x6e6e A wpad
226,227,48.520016,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x6e6e A wpad
227,228,48.62463,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x6e6e A wpad
228,229,48.624631,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x6e6e A wpad
229,230,48.832441,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
230,231,48.832444,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
231,232,49.574074,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
232,233,49.574078,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
233,234,50.328525,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
234,235,50.328529,***.***.***.***,***.***.***.***,NBNS,92,Name query NB WPAD<00>
235,236,50.543865,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
236,237,50.543869,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
237,238,51.085434,***.***.***.***,***.***.***.***,DNS,79,Standard query 0x6cfb A clients2.google.com
238,239,51.108304,***.***.***.***,***.***.***.***,DNS,199,Standard query response 0x6cfb A clients2.google.com CNAME clients.l.google.com A ***.***.***.*** A ***.***.***.*** A ***.***.***.*** A ***.***.***.*** A ***.***.***.*** A ***.***.***.***
239,240,51.235423,***.***.***.***,***.***.***.***,TCP,66,49167  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
240,241,51.254592,***.***.***.***,***.***.***.***,TCP,58,"443  >  49167 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
241,242,51.254969,***.***.***.***,***.***.***.***,TCP,54,49167  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
242,243,51.375902,***.***.***.***,***.***.***.***,TLSv1.2,215,Client Hello
243,244,51.376389,***.***.***.***,***.***.***.***,TCP,54,443  >  49167 [ACK] Seq=1 Ack=162 Win=65535 Len=0
244,245,51.397377,***.***.***.***,***.***.***.***,TLSv1.2,1466,Server Hello
245,246,51.397872,***.***.***.***,***.***.***.***,TCP,1466,"443  >  49167 [PSH, ACK] Seq=1413 Ack=162 Win=65535 Len=1412 [TCP segment of a reassembled PDU]"
246,247,51.398018,***.***.***.***,***.***.***.***,TCP,54,49167  >  443 [ACK] Seq=162 Ack=2825 Win=64240 Len=0
247,248,51.398192,***.***.***.***,***.***.***.***,TCP,1514,443  >  49167 [ACK] Seq=2825 Ack=162 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
248,249,51.398205,***.***.***.***,***.***.***.***,TCP,1514,443  >  49167 [ACK] Seq=4285 Ack=162 Win=65535 Len=1460 [TCP segment of a reassembled PDU]
249,250,51.398206,***.***.***.***,***.***.***.***,TLSv1.2,970,"Certificate, Server Key Exchange, Server Hello Done"
250,251,51.398307,***.***.***.***,***.***.***.***,TCP,54,49167  >  443 [ACK] Seq=162 Ack=6661 Win=64240 Len=0
251,252,51.432109,***.***.***.***,***.***.***.***,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
252,253,51.432293,***.***.***.***,***.***.***.***,TCP,54,443  >  49167 [ACK] Seq=6661 Ack=288 Win=65535 Len=0
253,254,51.457467,***.***.***.***,***.***.***.***,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
254,255,51.667416,***.***.***.***,***.***.***.***,TCP,54,49167  >  443 [ACK] Seq=288 Ack=6712 Win=64189 Len=0
255,256,51.863649,***.***.***.***,***.***.***.***,TLSv1.2,577,Application Data
256,257,51.864002,***.***.***.***,***.***.***.***,TCP,54,443  >  49167 [ACK] Seq=6712 Ack=811 Win=65535 Len=0
257,258,51.893493,***.***.***.***,***.***.***.***,TLSv1.2,333,Application Data
258,259,51.922313,***.***.***.***,***.***.***.***,TCP,54,"49167  >  443 [RST, ACK] Seq=811 Ack=6991 Win=0 Len=0"
259,260,53.543308,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
260,261,53.543311,***.***.***.***,***.***.***.***,SSDP,175,M-SEARCH * HTTP/1.1 
261,262,94.92264,***.***.***.***,***.***.***.***,BROWSER,247,"Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
262,263,94.922643,***.***.***.***,***.***.***.***,BROWSER,247,"Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
263,264,107.396769,***.***.***.***,***.***.***.***,DNS,76,Standard query 0x09c0 A time.windows.com
